Delivery Day,Hours,"Prices
(EUR/MWh)"
4/27/2022,H1,352.09
4/27/2022,H2,348.07
4/27/2022,H3,348.09
4/27/2022,H4,356.04
4/27/2022,H5,381.3
4/27/2022,H6,411.07
4/27/2022,H7,427.72
4/27/2022,H8,429.18
4/27/2022,H9,419.9
4/27/2022,H10,418.36
4/27/2022,H11,399.98
4/27/2022,H12,355
4/27/2022,H13,348.99
4/27/2022,H14,353.39
4/27/2022,H15,371.98
4/27/2022,H16,436.24
4/27/2022,H17,469.52
4/27/2022,H18,491.86
4/27/2022,H19,483.98
4/27/2022,H20,459.95
4/27/2022,H21,443.97
4/27/2022,H22,437.01
4/27/2022,H23,297.01
4/27/2022,H24,286.98
4/28/2022,H1,95.37
4/28/2022,H2,91.86
4/28/2022,H3,78.63
4/28/2022,H4,141.4
4/28/2022,H5,271.55
4/28/2022,H6,227.26
4/28/2022,H7,272.46
4/28/2022,H8,201.88
4/28/2022,H9,161.75
4/28/2022,H10,161.73
4/28/2022,H11,177.49
4/28/2022,H12,208.71
4/28/2022,H13,237.59
4/28/2022,H14,247.2
4/28/2022,H15,249.39
4/28/2022,H16,295.61
4/28/2022,H17,294.71
4/28/2022,H18,346.76
4/28/2022,H19,259.06
4/28/2022,H20,193.88
4/28/2022,H21,194.09
4/28/2022,H22,159.34
4/28/2022,H23,400.85
4/28/2022,H24,359.09
4/29/2022,H1,143.55
4/29/2022,H2,141.13
4/29/2022,H3,175.24
4/29/2022,H4,225.48
4/29/2022,H5,249.24
4/29/2022,H6,290.42
4/29/2022,H7,284.43
4/29/2022,H8,292.22
4/29/2022,H9,254.78
4/29/2022,H10,280.87
4/29/2022,H11,253
4/29/2022,H12,249.71
4/29/2022,H13,280
4/29/2022,H14,329.77
4/29/2022,H15,327.35
4/29/2022,H16,359.99
4/29/2022,H17,278.84
4/29/2022,H18,237.6
4/29/2022,H19,247.09
4/29/2022,H20,228.31
4/29/2022,H21,184.51
4/29/2022,H22,140.59
4/29/2022,H23,106.55
4/29/2022,H24,99.29
4/30/2022,H1,232.05
4/30/2022,H2,227.97
4/30/2022,H3,230.26
4/30/2022,H4,271.79
4/30/2022,H5,282.17
4/30/2022,H6,298.28
4/30/2022,H7,342.08
4/30/2022,H8,396.61
4/30/2022,H9,419.33
4/30/2022,H10,412.38
4/30/2022,H11,398.1
4/30/2022,H12,375.9
4/30/2022,H13,377.07
4/30/2022,H14,393.5
4/30/2022,H15,420.59
4/30/2022,H16,449.92
4/30/2022,H17,442.7
4/30/2022,H18,408.95
4/30/2022,H19,353.95
4/30/2022,H20,314.39
4/30/2022,H21,265.93
4/30/2022,H22,236.26
4/30/2022,H23,184.08
4/30/2022,H24,176.21
5/1/2022,H1,197.6
5/1/2022,H2,193
5/1/2022,H3,194.9
5/1/2022,H4,204.45
5/1/2022,H5,237.13
5/1/2022,H6,293.52
5/1/2022,H7,300.02
5/1/2022,H8,297.16
5/1/2022,H9,275.67
5/1/2022,H10,264.4
5/1/2022,H11,252.59
5/1/2022,H12,248.38
5/1/2022,H13,255.01
5/1/2022,H14,277.9
5/1/2022,H15,289.94
5/1/2022,H16,316.4
5/1/2022,H17,315.9
5/1/2022,H18,309.2
5/1/2022,H19,285.33
5/1/2022,H20,245.3
5/1/2022,H21,236.61
5/1/2022,H22,204.57
5/1/2022,H23,291
5/1/2022,H24,237.82
5/2/2022,H1,170.57
5/2/2022,H2,164.94
5/2/2022,H3,171.26
5/2/2022,H4,220.02
5/2/2022,H5,229.08
5/2/2022,H6,256.9
5/2/2022,H7,247
5/2/2022,H8,203.99
5/2/2022,H9,185.28
5/2/2022,H10,173.12
5/2/2022,H11,162.28
5/2/2022,H12,161.68
5/2/2022,H13,194.49
5/2/2022,H14,209.94
5/2/2022,H15,232.64
5/2/2022,H16,268.43
5/2/2022,H17,298
5/2/2022,H18,283.44
5/2/2022,H19,234.84
5/2/2022,H20,220.05
5/2/2022,H21,214.76
5/2/2022,H22,196.4
5/2/2022,H23,210.34
5/2/2022,H24,202.42
5/3/2022,H1,127.28
5/3/2022,H2,123.07
5/3/2022,H3,123.66
5/3/2022,H4,254.22
5/3/2022,H5,367.06
5/3/2022,H6,369.95
5/3/2022,H7,351.22
5/3/2022,H8,306.45
5/3/2022,H9,260.27
5/3/2022,H10,256.96
5/3/2022,H11,272.58
5/3/2022,H12,267.68
5/3/2022,H13,327.7
5/3/2022,H14,336.76
5/3/2022,H15,339.9
5/3/2022,H16,383.47
5/3/2022,H17,475
5/3/2022,H18,480
5/3/2022,H19,430
5/3/2022,H20,359.91
5/3/2022,H21,341.95
5/3/2022,H22,294.8
5/3/2022,H23,183.59
5/3/2022,H24,177.2
5/4/2022,H1,184.6
5/4/2022,H2,185.68
5/4/2022,H3,195.55
5/4/2022,H4,220.56
5/4/2022,H5,264.91
5/4/2022,H6,299.93
5/4/2022,H7,285.03
5/4/2022,H8,255
5/4/2022,H9,214.92
5/4/2022,H10,190.71
5/4/2022,H11,187.85
5/4/2022,H12,181.84
5/4/2022,H13,179.98
5/4/2022,H14,179.77
5/4/2022,H15,182.86
5/4/2022,H16,219.39
5/4/2022,H17,263.32
5/4/2022,H18,330.17
5/4/2022,H19,352.61
5/4/2022,H20,267.81
5/4/2022,H21,247.99
5/4/2022,H22,204.4
5/4/2022,H23,369.48
5/4/2022,H24,156.6
5/5/2022,H1,211.29
5/5/2022,H2,210.77
5/5/2022,H3,215.19
5/5/2022,H4,239.09
5/5/2022,H5,376.08
5/5/2022,H6,414.81
5/5/2022,H7,384.08
5/5/2022,H8,250.05
5/5/2022,H9,224.94
5/5/2022,H10,216.99
5/5/2022,H11,184.43
5/5/2022,H12,184.43
5/5/2022,H13,205.31
5/5/2022,H14,222.56
5/5/2022,H15,236.29
5/5/2022,H16,252.53
5/5/2022,H17,270.99
5/5/2022,H18,393.7
5/5/2022,H19,424.51
5/5/2022,H20,314.46
5/5/2022,H21,304.67
5/5/2022,H22,244.56
5/5/2022,H23,182.38
5/5/2022,H24,184.98
5/6/2022,H1,172.08
5/6/2022,H2,165.6
5/6/2022,H3,156.95
5/6/2022,H4,153.24
5/6/2022,H5,157.9
5/6/2022,H6,154.95
5/6/2022,H7,152.21
5/6/2022,H8,120.92
5/6/2022,H9,104.56
5/6/2022,H10,95.54
5/6/2022,H11,96
5/6/2022,H12,80.52
5/6/2022,H13,185.62
5/6/2022,H14,76.17
5/6/2022,H15,99.36
5/6/2022,H16,131.59
5/6/2022,H17,166.91
5/6/2022,H18,196.39
5/6/2022,H19,214.52
5/6/2022,H20,211.06
5/6/2022,H21,207.92
5/6/2022,H22,199
5/6/2022,H23,244.93
5/6/2022,H24,217.43
5/7/2022,H1,277.74
5/7/2022,H2,270.9
5/7/2022,H3,273.98
5/7/2022,H4,298
5/7/2022,H5,395.95
5/7/2022,H6,415.08
5/7/2022,H7,433.97
5/7/2022,H8,420.64
5/7/2022,H9,405.88
5/7/2022,H10,396.9
5/7/2022,H11,383.63
5/7/2022,H12,370.17
5/7/2022,H13,330.63
5/7/2022,H14,327.36
5/7/2022,H15,354.81
5/7/2022,H16,381.95
5/7/2022,H17,406.74
5/7/2022,H18,458.03
5/7/2022,H19,469.9
5/7/2022,H20,452.12
5/7/2022,H21,450.05
5/7/2022,H22,419.15
5/7/2022,H23,202.32
5/7/2022,H24,185.2
5/8/2022,H1,310
5/8/2022,H2,306.3
5/8/2022,H3,312
5/8/2022,H4,347.06
5/8/2022,H5,407.85
5/8/2022,H6,420.37
5/8/2022,H7,415.26
5/8/2022,H8,397.2
5/8/2022,H9,355.1
5/8/2022,H10,343.87
5/8/2022,H11,347.08
5/8/2022,H12,354.5
5/8/2022,H13,361.5
5/8/2022,H14,376.23
5/8/2022,H15,396.18
5/8/2022,H16,401.31
5/8/2022,H17,450
5/8/2022,H18,539.9
5/8/2022,H19,534.75
5/8/2022,H20,446
5/8/2022,H21,414.99
5/8/2022,H22,390
5/8/2022,H23,320.08
5/8/2022,H24,278.18
5/9/2022,H1,385.06
5/9/2022,H2,369.22
5/9/2022,H3,358.54
5/9/2022,H4,369.02
5/9/2022,H5,379.02
5/9/2022,H6,385.01
5/9/2022,H7,402.13
5/9/2022,H8,402.13
5/9/2022,H9,388.5
5/9/2022,H10,380.04
5/9/2022,H11,360
5/9/2022,H12,295
5/9/2022,H13,251.8
5/9/2022,H14,297
5/9/2022,H15,343.1
5/9/2022,H16,404.32
5/9/2022,H17,459.99
5/9/2022,H18,505.94
5/9/2022,H19,517.2
5/9/2022,H20,484.94
5/9/2022,H21,454.97
5/9/2022,H22,400
5/9/2022,H23,309.92
5/9/2022,H24,300.03
5/10/2022,H1,174.3
5/10/2022,H2,171.54
5/10/2022,H3,179.13
5/10/2022,H4,203.82
5/10/2022,H5,309.95
5/10/2022,H6,680.01
5/10/2022,H7,349.73
5/10/2022,H8,301.46
5/10/2022,H9,258.88
5/10/2022,H10,245.15
5/10/2022,H11,219.57
5/10/2022,H12,219.42
5/10/2022,H13,214.31
5/10/2022,H14,236.51
5/10/2022,H15,261.02
5/10/2022,H16,323.9
5/10/2022,H17,456.48
5/10/2022,H18,493.39
5/10/2022,H19,627.8
5/10/2022,H20,295.02
5/10/2022,H21,262.03
5/10/2022,H22,258.54
5/10/2022,H23,421.45
5/10/2022,H24,385.07
5/11/2022,H1,136.37
5/11/2022,H2,152.02
5/11/2022,H3,134.23
5/11/2022,H4,170.53
5/11/2022,H5,240.97
5/11/2022,H6,252.13
5/11/2022,H7,242.25
5/11/2022,H8,227.23
5/11/2022,H9,214.3
5/11/2022,H10,215.67
5/11/2022,H11,210
5/11/2022,H12,214.24
5/11/2022,H13,225.64
5/11/2022,H14,231.33
5/11/2022,H15,245.16
5/11/2022,H16,243.2
5/11/2022,H17,240
5/11/2022,H18,232.08
5/11/2022,H19,221.62
5/11/2022,H20,209.81
5/11/2022,H21,192.12
5/11/2022,H22,163.37
5/11/2022,H23,216.78
5/11/2022,H24,174.3
5/12/2022,H1,214.54
5/12/2022,H2,194.16
5/12/2022,H3,189.88
5/12/2022,H4,200.5
5/12/2022,H5,205.96
5/12/2022,H6,238.35
5/12/2022,H7,266.11
5/12/2022,H8,311.94
5/12/2022,H9,322.63
5/12/2022,H10,349.72
5/12/2022,H11,330.61
5/12/2022,H12,324.74
5/12/2022,H13,328.62
5/12/2022,H14,336.51
5/12/2022,H15,361.6
5/12/2022,H16,413.94
5/12/2022,H17,430.38
5/12/2022,H18,413.16
5/12/2022,H19,384.43
5/12/2022,H20,335.35
5/12/2022,H21,323.65
5/12/2022,H22,302.26
5/12/2022,H23,153.27
5/12/2022,H24,153.08
5/13/2022,H1,183.06
5/13/2022,H2,177.35
5/13/2022,H3,178.33
5/13/2022,H4,193.5
5/13/2022,H5,240.56
5/13/2022,H6,273.18
5/13/2022,H7,300.1
5/13/2022,H8,292.74
5/13/2022,H9,275.5
5/13/2022,H10,258.65
5/13/2022,H11,245.11
5/13/2022,H12,232.08
5/13/2022,H13,234.77
5/13/2022,H14,240.01
5/13/2022,H15,255
5/13/2022,H16,284.82
5/13/2022,H17,285.97
5/13/2022,H18,269.03
5/13/2022,H19,239.93
5/13/2022,H20,200.08
5/13/2022,H21,198.47
5/13/2022,H22,180.06
5/13/2022,H23,217.61
5/13/2022,H24,207.61
5/14/2022,H1,184.89
5/14/2022,H2,170.24
5/14/2022,H3,166
5/14/2022,H4,163.46
5/14/2022,H5,165.91
5/14/2022,H6,175.43
5/14/2022,H7,171.46
5/14/2022,H8,145.04
5/14/2022,H9,130.06
5/14/2022,H10,130.35
5/14/2022,H11,145.01
5/14/2022,H12,142.64
5/14/2022,H13,138.05
5/14/2022,H14,161.88
5/14/2022,H15,171.56
5/14/2022,H16,199.95
5/14/2022,H17,235.75
5/14/2022,H18,215.94
5/14/2022,H19,196.64
5/14/2022,H20,215.95
5/14/2022,H21,161.92
5/14/2022,H22,161.88
5/14/2022,H23,194.79
5/14/2022,H24,183.98
5/15/2022,H1,193.38
5/15/2022,H2,180.53
5/15/2022,H3,193.38
5/15/2022,H4,209.98
5/15/2022,H5,181.16
5/15/2022,H6,205.9
5/15/2022,H7,235.05
5/15/2022,H8,294
5/15/2022,H9,274.01
5/15/2022,H10,264.62
5/15/2022,H11,258.55
5/15/2022,H12,249.13
5/15/2022,H13,249.18
5/15/2022,H14,243.09
5/15/2022,H15,261.53
5/15/2022,H16,310.11
5/15/2022,H17,435.54
5/15/2022,H18,438.3
5/15/2022,H19,398
5/15/2022,H20,293.32
5/15/2022,H21,262.89
5/15/2022,H22,244.21
5/15/2022,H23,211.83
5/15/2022,H24,189.61
5/16/2022,H1,184.98
5/16/2022,H2,183
5/16/2022,H3,185.55
5/16/2022,H4,191.53
5/16/2022,H5,229.54
5/16/2022,H6,268.78
5/16/2022,H7,260.33
5/16/2022,H8,228.56
5/16/2022,H9,182.51
5/16/2022,H10,172.32
5/16/2022,H11,150.18
5/16/2022,H12,147.63
5/16/2022,H13,149.45
5/16/2022,H14,152.78
5/16/2022,H15,167.37
5/16/2022,H16,239.91
5/16/2022,H17,247.91
5/16/2022,H18,273.36
5/16/2022,H19,278.41
5/16/2022,H20,211.21
5/16/2022,H21,199.27
5/16/2022,H22,167.81
5/16/2022,H23,235.03
5/16/2022,H24,180.07
5/17/2022,H1,162.92
5/17/2022,H2,162.93
5/17/2022,H3,207.78
5/17/2022,H4,224.92
5/17/2022,H5,235.02
5/17/2022,H6,249.99
5/17/2022,H7,248.4
5/17/2022,H8,224.92
5/17/2022,H9,202.8
5/17/2022,H10,162.94
5/17/2022,H11,162.93
5/17/2022,H12,162.92
5/17/2022,H13,162.95
5/17/2022,H14,209.58
5/17/2022,H15,213.42
5/17/2022,H16,223
5/17/2022,H17,234.16
5/17/2022,H18,272.62
5/17/2022,H19,333.52
5/17/2022,H20,269.84
5/17/2022,H21,273.11
5/17/2022,H22,232.06
5/17/2022,H23,199.03
5/17/2022,H24,188.71
5/18/2022,H1,150.64
5/18/2022,H2,140.49
5/18/2022,H3,136.37
5/18/2022,H4,114.63
5/18/2022,H5,111.05
5/18/2022,H6,110.71
5/18/2022,H7,93.75
5/18/2022,H8,80.83
5/18/2022,H9,74.37
5/18/2022,H10,54.9
5/18/2022,H11,42.2
5/18/2022,H12,28.11
5/18/2022,H13,18.81
5/18/2022,H14,22.36
5/18/2022,H15,64.01
5/18/2022,H16,101.57
5/18/2022,H17,159.95
5/18/2022,H18,185.31
5/18/2022,H19,205.98
5/18/2022,H20,210.98
5/18/2022,H21,210
5/18/2022,H22,185.2
5/18/2022,H23,212.77
5/18/2022,H24,205.41
5/19/2022,H1,330.04
5/19/2022,H2,331.5
5/19/2022,H3,334.34
5/19/2022,H4,362.1
5/19/2022,H5,419.64
5/19/2022,H6,453.66
5/19/2022,H7,448.9
5/19/2022,H8,393.71
5/19/2022,H9,365.7
5/19/2022,H10,332.99
5/19/2022,H11,364.65
5/19/2022,H12,334.4
5/19/2022,H13,322.18
5/19/2022,H14,322.49
5/19/2022,H15,355.65
5/19/2022,H16,400.06
5/19/2022,H17,425.02
5/19/2022,H18,490.06
5/19/2022,H19,508.63
5/19/2022,H20,480
5/19/2022,H21,468.07
5/19/2022,H22,445.57
5/19/2022,H23,195
5/19/2022,H24,161.43
5/20/2022,H1,395.79
5/20/2022,H2,391.95
5/20/2022,H3,402.82
5/20/2022,H4,408.43
5/20/2022,H5,471.62
5/20/2022,H6,513.31
5/20/2022,H7,508
5/20/2022,H8,472.56
5/20/2022,H9,419.9
5/20/2022,H10,407.61
5/20/2022,H11,396.96
5/20/2022,H12,459.71
5/20/2022,H13,488.04
5/20/2022,H14,460.81
5/20/2022,H15,473.37
5/20/2022,H16,455.44
5/20/2022,H17,489.99
5/20/2022,H18,560
5/20/2022,H19,565.4
5/20/2022,H20,507.78
5/20/2022,H21,469.47
5/20/2022,H22,424.02
5/20/2022,H23,395.49
5/20/2022,H24,349.57
5/21/2022,H1,336.94
5/21/2022,H2,349.9
5/21/2022,H3,353.39
5/21/2022,H4,389.05
5/21/2022,H5,464.99
5/21/2022,H6,502.56
5/21/2022,H7,499.89
5/21/2022,H8,471.35
5/21/2022,H9,408.67
5/21/2022,H10,439.96
5/21/2022,H11,427.22
5/21/2022,H12,421.84
5/21/2022,H13,431.28
5/21/2022,H14,440.29
5/21/2022,H15,447.1
5/21/2022,H16,471.71
5/21/2022,H17,515
5/21/2022,H18,682.79
5/21/2022,H19,524.37
5/21/2022,H20,463.2
5/21/2022,H21,376.68
5/21/2022,H22,370.38
5/21/2022,H23,422.1
5/21/2022,H24,405
5/22/2022,H1,214.47
5/22/2022,H2,198.99
5/22/2022,H3,219.9
5/22/2022,H4,240.22
5/22/2022,H5,306.71
5/22/2022,H6,481.44
5/22/2022,H7,478.4
5/22/2022,H8,332.31
5/22/2022,H9,283.71
5/22/2022,H10,258.89
5/22/2022,H11,220.56
5/22/2022,H12,221.81
5/22/2022,H13,219.46
5/22/2022,H14,230.6
5/22/2022,H15,272.89
5/22/2022,H16,295.09
5/22/2022,H17,378.4
5/22/2022,H18,479.97
5/22/2022,H19,327.62
5/22/2022,H20,273.02
5/22/2022,H21,243.68
5/22/2022,H22,228.57
5/22/2022,H23,347.09
5/22/2022,H24,337.3
5/23/2022,H1,130.01
5/23/2022,H2,126.8
5/23/2022,H3,129.44
5/23/2022,H4,129.68
5/23/2022,H5,158
5/23/2022,H6,179.95
5/23/2022,H7,193
5/23/2022,H8,190.45
5/23/2022,H9,185.53
5/23/2022,H10,183.2
5/23/2022,H11,180.89
5/23/2022,H12,179.79
5/23/2022,H13,185.07
5/23/2022,H14,200.78
5/23/2022,H15,242.1
5/23/2022,H16,238.78
5/23/2022,H17,238
5/23/2022,H18,237.9
5/23/2022,H19,225.5
5/23/2022,H20,193.87
5/23/2022,H21,183.73
5/23/2022,H22,159.68
5/23/2022,H23,236.57
5/23/2022,H24,222.21
5/24/2022,H1,142.28
5/24/2022,H2,133.14
5/24/2022,H3,141.99
5/24/2022,H4,265.11
5/24/2022,H5,372.66
5/24/2022,H6,505
5/24/2022,H7,551.58
5/24/2022,H8,498.9
5/24/2022,H9,505.95
5/24/2022,H10,495.28
5/24/2022,H11,492.93
5/24/2022,H12,490.32
5/24/2022,H13,506.04
5/24/2022,H14,539.94
5/24/2022,H15,565.31
5/24/2022,H16,580
5/24/2022,H17,549.68
5/24/2022,H18,534.89
5/24/2022,H19,476.59
5/24/2022,H20,408.9
5/24/2022,H21,337.84
5/24/2022,H22,178.6
5/24/2022,H23,159.22
5/24/2022,H24,134.21
5/25/2022,H1,163.12
5/25/2022,H2,160.1
5/25/2022,H3,162.52
5/25/2022,H4,198.24
5/25/2022,H5,232.79
5/25/2022,H6,285.93
5/25/2022,H7,289.37
5/25/2022,H8,262.26
5/25/2022,H9,237.09
5/25/2022,H10,228.01
5/25/2022,H11,200.19
5/25/2022,H12,207.41
5/25/2022,H13,226.96
5/25/2022,H14,247.71
5/25/2022,H15,266.88
5/25/2022,H16,288.42
5/25/2022,H17,278.9
5/25/2022,H18,262.95
5/25/2022,H19,212.15
5/25/2022,H20,186.24
5/25/2022,H21,178.77
5/25/2022,H22,146.37
5/25/2022,H23,153
5/25/2022,H24,148.12
5/26/2022,H1,138.05
5/26/2022,H2,115.57
5/26/2022,H3,110.72
5/26/2022,H4,112.52
5/26/2022,H5,138.05
5/26/2022,H6,129.09
5/26/2022,H7,138.05
5/26/2022,H8,138.05
5/26/2022,H9,142.03
5/26/2022,H10,142.55
5/26/2022,H11,145.06
5/26/2022,H12,142
5/26/2022,H13,142.01
5/26/2022,H14,142.07
5/26/2022,H15,155.01
5/26/2022,H16,162.15
5/26/2022,H17,185.97
5/26/2022,H18,208.06
5/26/2022,H19,207.94
5/26/2022,H20,203.46
5/26/2022,H21,202.44
5/26/2022,H22,142.59
5/26/2022,H23,156.14
5/26/2022,H24,169.1
5/27/2022,H1,216.31
5/27/2022,H2,220.03
5/27/2022,H3,215.06
5/27/2022,H4,220.02
5/27/2022,H5,233.76
5/27/2022,H6,233.76
5/27/2022,H7,220.06
5/27/2022,H8,220.07
5/27/2022,H9,230
5/27/2022,H10,226.85
5/27/2022,H11,254.06
5/27/2022,H12,230.06
5/27/2022,H13,220.04
5/27/2022,H14,230.09
5/27/2022,H15,260.09
5/27/2022,H16,284.76
5/27/2022,H17,300
5/27/2022,H18,397.55
5/27/2022,H19,385.94
5/27/2022,H20,383.92
5/27/2022,H21,358.55
5/27/2022,H22,357.37
5/27/2022,H23,302.78
5/27/2022,H24,145.48
5/28/2022,H1,182.85
5/28/2022,H2,178.7
5/28/2022,H3,177.04
5/28/2022,H4,183.44
5/28/2022,H5,212.32
5/28/2022,H6,248.74
5/28/2022,H7,268.1
5/28/2022,H8,273.83
5/28/2022,H9,254.25
5/28/2022,H10,212.9
5/28/2022,H11,192.45
5/28/2022,H12,188.72
5/28/2022,H13,195.04
5/28/2022,H14,200.05
5/28/2022,H15,196
5/28/2022,H16,200.47
5/28/2022,H17,241.25
5/28/2022,H18,266.2
5/28/2022,H19,298.95
5/28/2022,H20,301.63
5/28/2022,H21,269.03
5/28/2022,H22,250
5/28/2022,H23,231.94
5/28/2022,H24,251.54
5/29/2022,H1,202.71
5/29/2022,H2,189
5/29/2022,H3,174.74
5/29/2022,H4,176.26
5/29/2022,H5,203.2
5/29/2022,H6,226.93
5/29/2022,H7,255.65
5/29/2022,H8,242.29
5/29/2022,H9,225.1
5/29/2022,H10,188
5/29/2022,H11,160.11
5/29/2022,H12,160.11
5/29/2022,H13,160.09
5/29/2022,H14,160.11
5/29/2022,H15,160.84
5/29/2022,H16,160.11
5/29/2022,H17,175.41
5/29/2022,H18,189.99
5/29/2022,H19,220.92
5/29/2022,H20,232.72
5/29/2022,H21,229
5/29/2022,H22,221.01
5/29/2022,H23,201.35
5/29/2022,H24,180.35
5/30/2022,H1,160.11
5/30/2022,H2,154.59
5/30/2022,H3,149.92
5/30/2022,H4,146.92
5/30/2022,H5,153.62
5/30/2022,H6,200.03
5/30/2022,H7,213.93
5/30/2022,H8,214.78
5/30/2022,H9,183.88
5/30/2022,H10,172.47
5/30/2022,H11,154.74
5/30/2022,H12,165.39
5/30/2022,H13,163.57
5/30/2022,H14,164.91
5/30/2022,H15,202.74
5/30/2022,H16,213.42
5/30/2022,H17,244.76
5/30/2022,H18,251.92
5/30/2022,H19,236.43
5/30/2022,H20,253.38
5/30/2022,H21,228.41
5/30/2022,H22,225.41
5/30/2022,H23,196.89
5/30/2022,H24,210
5/31/2022,H1,365.61
5/31/2022,H2,340.01
5/31/2022,H3,330.86
5/31/2022,H4,325.04
5/31/2022,H5,332.22
5/31/2022,H6,411.97
5/31/2022,H7,435
5/31/2022,H8,457.97
5/31/2022,H9,410.38
5/31/2022,H10,343.57
5/31/2022,H11,330.88
5/31/2022,H12,301.48
5/31/2022,H13,291.54
5/31/2022,H14,261.81
5/31/2022,H15,284.26
5/31/2022,H16,299.59
5/31/2022,H17,333.42
5/31/2022,H18,376.7
5/31/2022,H19,426.21
5/31/2022,H20,445.56
5/31/2022,H21,444
5/31/2022,H22,428.81
5/31/2022,H23,359.88
5/31/2022,H24,171.43
6/1/2022,H1,400.71
6/1/2022,H2,387.87
6/1/2022,H3,374.09
6/1/2022,H4,375.79
6/1/2022,H5,382.76
6/1/2022,H6,379.9
6/1/2022,H7,388.74
6/1/2022,H8,399.9
6/1/2022,H9,374.5
6/1/2022,H10,373.67
6/1/2022,H11,377.21
6/1/2022,H12,385.84
6/1/2022,H13,364.09
6/1/2022,H14,369.53
6/1/2022,H15,370.33
6/1/2022,H16,381.75
6/1/2022,H17,412.3
6/1/2022,H18,466.2
6/1/2022,H19,503.26
6/1/2022,H20,504.7
6/1/2022,H21,479.94
6/1/2022,H22,461.91
6/1/2022,H23,425.89
6/1/2022,H24,416.05
6/2/2022,H1,339.62
6/2/2022,H2,370.33
6/2/2022,H3,339.68
6/2/2022,H4,364.09
6/2/2022,H5,382.03
6/2/2022,H6,435.6
6/2/2022,H7,515.21
6/2/2022,H8,552.76
6/2/2022,H9,475.5
6/2/2022,H10,440.56
6/2/2022,H11,430.19
6/2/2022,H12,421.78
6/2/2022,H13,411.3
6/2/2022,H14,426.51
6/2/2022,H15,455.36
6/2/2022,H16,505.9
6/2/2022,H17,585.14
6/2/2022,H18,525.19
6/2/2022,H19,608.48
6/2/2022,H20,523.71
6/2/2022,H21,459.13
6/2/2022,H22,439.49
6/2/2022,H23,415
6/2/2022,H24,427.23
6/3/2022,H1,210
6/3/2022,H2,193.8
6/3/2022,H3,182.96
6/3/2022,H4,195.02
6/3/2022,H5,218.46
6/3/2022,H6,260.37
6/3/2022,H7,412.28
6/3/2022,H8,336.92
6/3/2022,H9,301.56
6/3/2022,H10,286.71
6/3/2022,H11,277.7
6/3/2022,H12,262.7
6/3/2022,H13,254.99
6/3/2022,H14,255
6/3/2022,H15,263.58
6/3/2022,H16,314.61
6/3/2022,H17,404.02
6/3/2022,H18,320.19
6/3/2022,H19,374.52
6/3/2022,H20,290.1
6/3/2022,H21,254.07
6/3/2022,H22,254.56
6/3/2022,H23,246.72
6/3/2022,H24,345.06
6/4/2022,H1,152.21
6/4/2022,H2,143
6/4/2022,H3,127
6/4/2022,H4,134.07
6/4/2022,H5,135.29
6/4/2022,H6,135.29
6/4/2022,H7,150.75
6/4/2022,H8,155.96
6/4/2022,H9,160.18
6/4/2022,H10,156.55
6/4/2022,H11,158.45
6/4/2022,H12,160.85
6/4/2022,H13,157.44
6/4/2022,H14,173.62
6/4/2022,H15,182.16
6/4/2022,H16,191.22
6/4/2022,H17,232.43
6/4/2022,H18,220.09
6/4/2022,H19,219.39
6/4/2022,H20,194.59
6/4/2022,H21,172.24
6/4/2022,H22,166.99
6/4/2022,H23,149.59
6/4/2022,H24,218.66
6/5/2022,H1,232.5
6/5/2022,H2,199.03
6/5/2022,H3,207.14
6/5/2022,H4,247.35
6/5/2022,H5,316.07
6/5/2022,H6,368.9
6/5/2022,H7,499.7
6/5/2022,H8,571.76
6/5/2022,H9,553.29
6/5/2022,H10,531.83
6/5/2022,H11,526.74
6/5/2022,H12,494.62
6/5/2022,H13,506.03
6/5/2022,H14,552.71
6/5/2022,H15,570.25
6/5/2022,H16,590
6/5/2022,H17,665.01
6/5/2022,H18,601.62
6/5/2022,H19,526.13
6/5/2022,H20,461.02
6/5/2022,H21,364.76
6/5/2022,H22,330.13
6/5/2022,H23,292.65
6/5/2022,H24,168.8
6/6/2022,H1,165
6/6/2022,H2,160.09
6/6/2022,H3,160.05
6/6/2022,H4,164.67
6/6/2022,H5,156.67
6/6/2022,H6,219.58
6/6/2022,H7,261.78
6/6/2022,H8,269.67
6/6/2022,H9,230
6/6/2022,H10,196.32
6/6/2022,H11,188.71
6/6/2022,H12,181.14
6/6/2022,H13,172.04
6/6/2022,H14,194.01
6/6/2022,H15,241.56
6/6/2022,H16,257.09
6/6/2022,H17,267.59
6/6/2022,H18,265.47
6/6/2022,H19,243.35
6/6/2022,H20,221.76
6/6/2022,H21,209.96
6/6/2022,H22,199.76
6/6/2022,H23,190.05
6/6/2022,H24,290.83
6/7/2022,H1,145.74
6/7/2022,H2,138.41
6/7/2022,H3,141.68
6/7/2022,H4,162.42
6/7/2022,H5,220.02
6/7/2022,H6,245.5
6/7/2022,H7,279.38
6/7/2022,H8,313.47
6/7/2022,H9,240.6
6/7/2022,H10,210.17
6/7/2022,H11,208.92
6/7/2022,H12,202.21
6/7/2022,H13,202
6/7/2022,H14,213.55
6/7/2022,H15,230.62
6/7/2022,H16,286.7
6/7/2022,H17,295.7
6/7/2022,H18,292.7
6/7/2022,H19,276.17
6/7/2022,H20,251.02
6/7/2022,H21,201.98
6/7/2022,H22,220.04
6/7/2022,H23,205.99
